Marque,Modele,Annee_modele,Km,Date_premiere_mise_en_circulation,Carburant,Boite_vitesse,Puissance,Critere_air,Couleur,Type_vehicule,Pays,Prix_neuf,Prix_occassion
Porsche,911 Turbo,2013,227631,2013-01-28,Essence,Manuelle,110,Euro 4,Gris,Break,USA,217386,97868.7
Renault,Clio,2005,235820,2005-04-11,Diesel,Automatique,200,Euro 3,Noir,Monospace,Allemagne,17000,4200.0
Tesla,Model X,2016,196755,2017-01-18,Electrique,Automatique,110,Euro 1,Bleu,Monospace,France,120000,73017.0
Peugeot,308,2014,172758,2015-09-02,Essence,Automatique,110,Euro 4,Bleu,Monospace,Allemagne,30000,17013.0
Porsche,911 GT3,2005,151764,2006-06-13,Hybride,Manuelle,150,Euro 1,Noir,Crossover,Allemagne,212200,60676.0
Renault,Clio,2012,148413,2014-02-21,Hybride,Automatique,130,Euro 1,Noir,SUV,USA,17000,11650.0
Tesla,Model 3,2007,158421,2010-01-08,Electrique,Automatique,90,Euro 1,Blanc,Berline,Allemagne,45000,17986.0
Porsche,911 GT3,2020,125033,2022-09-12,Hybride,Automatique,200,Euro 1,Rouge,Berline,Japon,212200,166592.0
Citroen,C4,2005,24084,2006-04-08,Gaz,Automatique,90,Euro 3,Blanc,SUV,Japon,24000,11644.0
Audi,Q5,2007,48706,2008-09-03,Essence,Automatique,130,Euro 3,Blanc,Break,USA,65000,30285.0
Citroen,C4,2020,41244,2020-08-02,Diesel,Automatique,150,Euro 6,Blanc,Crossover,USA,24000,23100.0
Citroen,C5 X,2023,16413,2025-10-23,Hybride,Automatique,90,Euro 1,Bleu,SUV,USA,36700,40896.0
Mercedes,GLC,2013,77903,2015-12-02,Hybride,Automatique,200,Euro 1,Bleu,Break,Italie,85000,55200.0
Renault,Talisman,2022,235819,2022-11-19,Electrique,Manuelle,150,Euro 1,Gris,SUV,Italie,40000,33015.0
Mercedes,GLC,2017,17497,2017-05-21,Diesel,Manuelle,130,Euro 5,Bleu,Crossover,Japon,85000,67314.0
Peugeot,308,2022,44210,2023-08-05,Diesel,Automatique,200,Euro 6,Noir,Berline,Allemagne,30000,30600.0
Citroen,C5 X,2016,203652,2018-12-02,Diesel,Manuelle,110,Euro 5,Blanc,Break,USA,36700,21168.0
Volkswagen,Arteon,2021,228486,2022-06-21,Gaz,Manuelle,150,Euro 6,Rouge,Berline,Allemagne,48000,35190.0
Nissan,X-Trail,2013,60476,2015-07-19,Hybride,Manuelle,90,Euro 1,Noir,SUV,Japon,43800,29097.0
Tesla,Model X,2017,122879,2019-10-18,Electrique,Manuelle,200,Euro 1,Gris,SUV,Allemagne,120000,85090.0
Peugeot,308,2017,90730,2020-03-23,Gaz,Automatique,200,Euro 5,Gris,Monospace,France,30000,24850.0
Toyota,RAV4,2013,241538,2015-06-26,Essence,Automatique,200,Euro 4,Gris,Berline,USA,37000,17200.0
Citroen,C3 Berlin,2005,218172,2007-04-11,Gaz,Automatique,110,Euro 3,Rouge,SUV,Italie,21800,5808.0
Toyota,Corolla,2011,50088,2013-10-02,Gaz,Manuelle,200,Euro 4,Blanc,Break,USA,28000,17640.0
Kia,Sportage,2014,168369,2014-02-12,Hybride,Automatique,130,Euro 1,Rouge,Break,Allemagne,48039,29343.06
Porsche,911 Turbo,2010,130417,2013-12-15,Essence,Automatique,150,Euro 4,Bleu,Monospace,USA,217386,98948.7
Volkswagen,Golf,2019,135017,2022-11-06,Essence,Automatique,110,Euro 5,Rouge,Crossover,Italie,25000,19512.0
Hyundai,i30,2024,118628,2027-07-12,Essence,Manuelle,200,Euro 6,Bleu,Monospace,France,22000,20470.0
Toyota,Hilux,2010,37310,2012-10-24,Gaz,Manuelle,110,Euro 4,Noir,Break,France,45000,26180.0
Nissan,Qashqai,2010,227342,2012-10-30,Gaz,Automatique,130,Euro 4,Gris,Monospace,Italie,34700,14220.0
BMW,Serie 1,2017,31610,2017-12-08,Gaz,Automatique,90,Euro 5,Rouge,Monospace,Espagne,35000,29944.0
Volkswagen,Arteon,2015,100892,2015-10-18,Hybride,Automatique,200,Euro 1,Bleu,Crossover,Espagne,48000,34650.0
Mercedes,Classe C,2015,130854,2017-12-05,Essence,Automatique,150,Euro 5,Blanc,Break,Japon,55000,34500.0
Volkswagen,Golf,2016,243738,2017-08-02,Hybride,Manuelle,130,Euro 1,Bleu,Berline,Espagne,25000,15236.0
Dacia,Spring,2016,101445,2019-06-03,Essence,Manuelle,90,Euro 5,Noir,Monospace,Italie,22000,14454.0
Tesla,Model 3,2015,77557,2018-08-19,Electrique,Manuelle,90,Euro 1,Rouge,Crossover,Espagne,45000,33594.0
Volkswagen,Tiguan,2020,138226,2021-06-05,Hybride,Manuelle,130,Euro 1,Blanc,SUV,Espagne,40000,33225.0
Tesla,Model S,2020,206668,2023-05-18,Electrique,Automatique,110,Euro 1,Rouge,Monospace,USA,95000,70108.0
Renault,Captur,2005,198030,2007-09-01,Essence,Automatique,150,Euro 3,Noir,Crossover,Japon,28000,7320.0
BMW,X5,2010,242735,2011-05-29,Gaz,Automatique,90,Euro 4,Noir,Crossover,Espagne,80000,28696.0
Kia,Proceed,2017,37582,2017-01-19,Hybride,Manuelle,130,Euro 1,Gris,Berline,Espagne,33000,28348.0
Renault,Clio,2015,28041,2017-07-29,Hybride,Manuelle,150,Euro 1,Blanc,SUV,USA,17000,15265.0
Toyota,RAV4,2021,173320,2023-10-27,Hybride,Automatique,90,Euro 1,Noir,Monospace,Espagne,37000,31746.0
Kia,EV6,2018,114734,2018-04-22,Diesel,Automatique,90,Euro 5,Blanc,SUV,Espagne,64607,47929.97
Porsche,911 Turbo,2011,90782,2014-03-10,Essence,Manuelle,130,Euro 4,Rouge,Crossover,Espagne,217386,113196.72
Toyota,RAV4,2017,43279,2018-01-10,Gaz,Automatique,90,Euro 5,Bleu,Break,France,37000,31050.0
Ford,Mustang,2017,169477,2017-04-23,Essence,Automatique,200,Euro 5,Noir,SUV,France,59300,39249.0
Mercedes,Classe C,2015,24897,2016-02-02,Gaz,Manuelle,110,Euro 5,Blanc,Break,Espagne,55000,40896.0
Nissan,Qashqai,2007,143712,2007-12-26,Essence,Manuelle,110,Euro 3,Bleu,Break,Japon,34700,12180.0
Tesla,Model S,2006,22781,2008-07-13,Electrique,Automatique,90,Euro 1,Noir,Monospace,Italie,95000,45276.0
Ford,Kuga,2023,109395,2025-01-07,Diesel,Automatique,90,Euro 6,Gris,Monospace,Espagne,34000,32103.0
Volkswagen,Arteon,2009,53813,2009-07-08,Essence,Manuelle,130,Euro 3,Gris,SUV,USA,48000,24150.0
Hyundai,i20,2011,128392,2014-04-15,Essence,Manuelle,110,Euro 4,Gris,Berline,Italie,19500,9604.0
Citroen,C3 Berlin,2005,176078,2008-06-04,Diesel,Automatique,90,Euro 3,Blanc,Break,France,21800,6422.0
BMW,Serie 5,2022,150597,2025-04-22,Hybride,Manuelle,90,Euro 1,Rouge,Break,Japon,65000,54431.0
Tesla,Model S,2018,58066,2021-07-30,Electrique,Manuelle,150,Euro 1,Rouge,Crossover,Allemagne,95000,78155.0
Audi,A4,2021,109102,2023-11-22,Diesel,Manuelle,150,Euro 6,Rouge,SUV,USA,48000,40095.0
Renault,Megane,2016,130934,2019-02-06,Gaz,Automatique,150,Euro 5,Noir,Break,Japon,25000,18900.0
Citroen,C3 Berlin,2019,220632,2019-05-26,Electrique,Manuelle,150,Euro 1,Bleu,Monospace,France,21800,17829.0
Ford,Bronco,2005,59001,2008-07-18,Diesel,Automatique,110,Euro 3,Blanc,Break,Italie,76500,30248.0
Peugeot,208,2006,36958,2006-10-27,Gaz,Automatique,90,Euro 3,Rouge,Berline,USA,18000,9632.0
Porsche,Carrera 4 GTS Cabriolet,2005,46145,2008-01-08,Hybride,Automatique,200,Euro 1,Noir,Berline,France,197400,79716.0
Volkswagen,Arteon,2018,42822,2019-02-21,Electrique,Automatique,200,Euro 1,Bleu,Crossover,Japon,48000,44460.0
Ford,Focus,2019,114092,2021-07-10,Diesel,Automatique,110,Euro 5,Bleu,Break,France,30550,24901.0
Nissan,X-Trail,2012,69003,2014-04-04,Essence,Manuelle,130,Euro 4,Blanc,Break,France,43800,25578.0
Dacia,Bigster,2022,130558,2024-05-25,Electrique,Automatique,110,Euro 1,Blanc,Monospace,Allemagne,25000,26811.0
Toyota,Hilux,2017,70838,2020-06-19,Hybride,Manuelle,110,Euro 1,Blanc,Monospace,Italie,45000,35352.0
Toyota,Corolla,2023,241289,2026-02-25,Diesel,Automatique,90,Euro 6,Bleu,Crossover,Espagne,28000,22557.0
Peugeot,308,2018,41228,2021-05-18,Hybride,Automatique,110,Euro 1,Noir,Monospace,Espagne,30000,28158.0
Citroen,C3 Berlin,2005,146383,2007-08-24,Gaz,Manuelle,200,Euro 3,Noir,Break,Japon,21800,7337.0
Peugeot,5008,2006,246855,2006-10-25,Diesel,Automatique,150,Euro 3,Noir,SUV,Espagne,42000,10010.0
Audi,A3,2023,120713,2026-04-22,Diesel,Manuelle,200,Euro 6,Rouge,Berline,Japon,34000,30600.0
Tesla,Model S,2023,189174,2023-12-22,Electrique,Automatique,110,Euro 1,Noir,Break,France,95000,81449.0
Volkswagen,Golf,2008,37295,2011-08-03,Gaz,Automatique,110,Euro 3,Rouge,SUV,Japon,25000,14504.0
Audi,A3,2006,139818,2006-07-14,Gaz,Automatique,200,Euro 3,Noir,Berline,Japon,34000,13035.0
Mercedes,Classe A,2015,232614,2015-11-19,Diesel,Manuelle,130,Euro 5,Gris,Crossover,Allemagne,38000,19650.0
Citroen,C5 X,2005,164979,2007-03-26,Essence,Manuelle,150,Euro 3,Rouge,SUV,Japon,36700,10044.0
Tesla,Model 3,2017,63528,2018-08-20,Electrique,Automatique,90,Euro 1,Gris,SUV,Espagne,45000,38617.0
Tesla,Model S,2019,81418,2019-07-06,Electrique,Automatique,200,Euro 1,Blanc,SUV,USA,95000,80080.0
Porsche,911 Turbo,2008,219200,2008-02-20,Hybride,Automatique,90,Euro 1,Noir,Monospace,Italie,217386,69218.66
BMW,Serie 3,2013,122298,2015-05-05,Hybride,Automatique,110,Euro 1,Bleu,SUV,France,45000,28105.0
Renault,Clio,2024,85486,2024-10-22,Essence,Automatique,110,Euro 6,Rouge,Break,Japon,17000,17572.0
Hyundai,i20,2008,153529,2008-03-16,Essence,Manuelle,110,Euro 3,Bleu,Monospace,Japon,19500,7252.0
Tesla,Model S,2007,216563,2007-05-14,Electrique,Automatique,110,Euro 1,Blanc,Monospace,USA,95000,28868.0
Audi,A4,2018,62070,2020-07-20,Essence,Manuelle,90,Euro 5,Gris,Crossover,Allemagne,48000,36404.0
Hyundai,i20,2011,235984,2011-12-14,Gaz,Automatique,150,Euro 4,Noir,Break,Espagne,19500,9310.0
Audi,A3,2019,133930,2020-09-16,Essence,Manuelle,150,Euro 5,Noir,Monospace,Allemagne,34000,24840.0
Mercedes,Classe A,2024,229868,2025-04-25,Essence,Automatique,150,Euro 6,Rouge,Break,Espagne,38000,31590.0
Nissan,Ariya,2019,84093,2020-06-13,Gaz,Manuelle,200,Euro 5,Rouge,Break,Espagne,39300,32956.0
Citroen,C4,2013,79074,2014-11-12,Gaz,Automatique,110,Euro 4,Gris,Crossover,USA,24000,17160.0
Volkswagen,Tiguan,2007,15907,2007-03-10,Gaz,Manuelle,200,Euro 3,Bleu,Monospace,Espagne,40000,20880.0
Audi,A3,2010,24083,2012-12-16,Diesel,Manuelle,200,Euro 4,Noir,Crossover,USA,34000,20160.0
Dacia,Bigster,2012,135222,2012-09-25,Gaz,Automatique,130,Euro 4,Bleu,SUV,Espagne,25000,15198.0
Dacia,Duster,2021,57658,2023-09-06,Gaz,Manuelle,200,Euro 6,Gris,Monospace,France,19900,20124.0
Citroen,C4,2009,126750,2012-09-18,Gaz,Automatique,130,Euro 3,Blanc,Break,USA,24000,12384.0
Audi,Q5,2014,157290,2016-02-24,Hybride,Automatique,200,Euro 1,Rouge,Monospace,USA,65000,39600.0
Dacia,Duster,2005,182058,2006-02-22,Gaz,Manuelle,130,Euro 3,Blanc,Crossover,Japon,19900,5675.0
Nissan,Ariya,2011,114234,2012-02-28,Gaz,Manuelle,150,Euro 4,Bleu,Crossover,France,39300,21150.0
Tesla,Model X,2013,214380,2013-07-01,Electrique,Automatique,90,Euro 1,Rouge,Crossover,USA,120000,58834.0
Citroen,C4,2013,149125,2015-08-23,Essence,Manuelle,200,Euro 4,Bleu,Berline,Espagne,24000,13250.0
Porsche,911 Turbo,2023,126454,2024-12-03,Essence,Manuelle,200,Euro 6,Noir,SUV,Italie,217386,185628.1
Renault,Clio,2013,233527,2015-04-12,Gaz,Automatique,110,Euro 4,Noir,SUV,Italie,17000,9504.0
Peugeot,208,2009,130298,2011-10-12,Diesel,Manuelle,130,Euro 3,Blanc,Monospace,Espagne,18000,8106.0
Kia,Niro,2020,222988,2021-03-22,Electrique,Automatique,150,Euro 1,Bleu,Monospace,France,39811,31885.26
Nissan,Ariya,2021,132411,2021-10-28,Essence,Automatique,110,Euro 6,Blanc,Monospace,Allemagne,39300,32292.0
Dacia,Duster,2013,171163,2016-11-23,Gaz,Manuelle,130,Euro 4,Blanc,SUV,France,19900,11350.0
Hyundai,Tucson,2012,103377,2014-07-22,Gaz,Automatique,200,Euro 4,Bleu,SUV,Italie,35000,21870.0
Ford,Kuga,2012,13889,2015-04-05,Essence,Automatique,90,Euro 4,Bleu,SUV,Italie,34000,22617.0
Audi,A4,2010,23793,2012-02-23,Gaz,Automatique,150,Euro 4,Noir,Berline,Italie,48000,29680.0
Hyundai,Tucson,2017,21034,2020-07-29,Hybride,Manuelle,110,Euro 1,Noir,Break,Allemagne,35000,30107.0
Renault,Megane,2020,86117,2023-07-13,Diesel,Automatique,150,Euro 6,Blanc,Monospace,Japon,25000,22800.0
Peugeot,208,2014,37919,2017-10-24,Gaz,Automatique,130,Euro 4,Noir,Monospace,Japon,18000,15276.0
Mercedes,Classe A,2016,21800,2019-03-12,Diesel,Manuelle,150,Euro 5,Blanc,Monospace,Italie,38000,29230.0
Ford,Bronco,2022,232252,2025-11-10,Gaz,Manuelle,130,Euro 6,Gris,Break,USA,76500,56303.0
Audi,A6,2023,13988,2024-02-19,Essence,Manuelle,90,Euro 6,Noir,Monospace,Japon,72000,69024.0
Audi,A4,2012,174200,2013-02-09,Hybride,Automatique,90,Euro 1,Bleu,Crossover,Japon,48000,25333.0
Audi,A6,2014,20298,2016-07-24,Essence,Manuelle,90,Euro 4,Blanc,Berline,Allemagne,72000,48892.0
Toyota,Corolla,2005,66037,2006-11-08,Essence,Automatique,130,Euro 3,Gris,SUV,Espagne,28000,11211.0
Mercedes,Classe A,2017,189407,2017-07-29,Hybride,Automatique,200,Euro 1,Gris,Monospace,Japon,38000,27450.0
Peugeot,308,2016,141247,2016-03-23,Gaz,Manuelle,90,Euro 5,Blanc,Break,Espagne,30000,20088.0
Nissan,Leaf,2011,232273,2014-03-22,Hybride,Manuelle,200,Euro 1,Blanc,Berline,Espagne,33000,14440.0
Toyota,Corolla,2014,32489,2016-12-08,Hybride,Automatique,150,Euro 1,Bleu,Monospace,Espagne,28000,23115.0
Audi,A4,2015,67467,2015-01-10,Hybride,Automatique,130,Euro 1,Bleu,Crossover,Espagne,48000,36381.0
Volkswagen,Arteon,2020,155725,2023-09-14,Hybride,Manuelle,200,Euro 1,Rouge,Monospace,France,48000,38690.0
BMW,Serie 5,2016,45418,2019-01-29,Diesel,Manuelle,90,Euro 5,Noir,Berline,USA,65000,47448.0
Dacia,Duster,2015,169012,2015-05-19,Essence,Manuelle,150,Euro 5,Bleu,Berline,Espagne,19900,11628.0
Renault,Captur,2009,137587,2012-10-17,Diesel,Manuelle,200,Euro 3,Blanc,Berline,Allemagne,28000,12600.0
Volkswagen,Golf,2019,218579,2019-04-10,Electrique,Automatique,150,Euro 1,Rouge,Monospace,France,25000,21440.0
Kia,Sportage,2008,130950,2010-12-16,Essence,Automatique,110,Euro 3,Gris,Break,Espagne,48039,19554.21
Audi,A6,2018,20999,2019-12-07,Hybride,Manuelle,150,Euro 1,Blanc,Berline,Espagne,72000,61200.0
Hyundai,i20,2021,226041,2022-12-10,Electrique,Automatique,150,Euro 1,Bleu,Monospace,Espagne,19500,19320.0
Citroen,C4,2009,84765,2012-07-14,Gaz,Automatique,110,Euro 3,Noir,Monospace,USA,24000,13442.0
Citroen,C5 X,2016,76103,2016-10-04,Hybride,Manuelle,90,Euro 1,Gris,Crossover,Allemagne,36700,28014.0
Audi,A3,2018,176457,2020-02-06,Essence,Manuelle,130,Euro 5,Noir,Berline,USA,34000,22295.0
Porsche,Taycan 4 Cross Turismmo,2020,237998,2023-01-12,Essence,Automatique,110,Euro 6,Gris,Break,Allemagne,117450,77707.5
Porsche,Carrera 4 GTS Cabriolet,2013,113256,2016-09-30,Essence,Manuelle,200,Euro 4,Rouge,Monospace,Japon,197400,111104.0
Tesla,Model X,2013,42558,2015-06-01,Electrique,Automatique,200,Euro 1,Rouge,Monospace,Italie,120000,81270.0
Nissan,Ariya,2005,189000,2008-04-12,Essence,Manuelle,110,Euro 3,Gris,Crossover,Italie,39300,9850.0
Audi,Q5,2024,93757,2025-07-02,Electrique,Automatique,110,Euro 1,Rouge,SUV,France,65000,66521.0
Citroen,C5 Aircross,2024,77260,2027-07-14,Gaz,Manuelle,150,Euro 6,Noir,Crossover,Japon,35000,35340.0
Kia,EV6,2015,162827,2018-07-19,Diesel,Automatique,130,Euro 5,Gris,Crossover,Japon,64607,38706.99
Ford,Mustang,2023,195617,2023-04-15,Electrique,Manuelle,130,Euro 1,Rouge,Monospace,Italie,59300,51168.0
BMW,X5,2022,207451,2025-11-08,Diesel,Automatique,150,Euro 6,Rouge,Break,France,80000,61790.0
Nissan,Leaf,2020,66830,2021-07-02,Essence,Automatique,200,Euro 6,Blanc,Berline,France,33000,29520.0
Toyota,Hilux,2005,114372,2007-05-17,Gaz,Manuelle,110,Euro 3,Bleu,Crossover,France,45000,15232.0
Citroen,C5 X,2018,22019,2019-08-06,Electrique,Automatique,200,Euro 1,Gris,Break,Espagne,36700,36560.0
Dacia,Duster,2007,20233,2007-08-22,Essence,Manuelle,130,Euro 3,Bleu,Berline,Japon,19900,9494.0
Tesla,Model 3,2019,44394,2019-04-19,Electrique,Manuelle,110,Euro 1,Blanc,Crossover,Espagne,45000,41391.0
Audi,A6,2008,66219,2008-10-08,Essence,Manuelle,150,Euro 3,Gris,Berline,USA,72000,33350.0
Hyundai,i30,2009,186292,2011-10-29,Gaz,Automatique,200,Euro 3,Blanc,Crossover,USA,22000,10175.0
Tesla,Model S,2016,18913,2018-07-04,Electrique,Automatique,110,Euro 1,Noir,Crossover,USA,95000,77325.0
BMW,Serie 5,2018,33378,2018-11-23,Diesel,Manuelle,110,Euro 5,Rouge,SUV,Japon,65000,52219.0
Kia,Sportage,2010,210994,2011-12-02,Essence,Manuelle,200,Euro 4,Rouge,Berline,Italie,48039,18144.43
Ford,Focus,2015,26918,2017-05-17,Gaz,Automatique,110,Euro 5,Gris,Berline,Allemagne,30550,24956.5
Mercedes,Classe C,2006,177508,2009-10-31,Essence,Manuelle,200,Euro 3,Noir,Berline,France,55000,16240.0
Renault,Captur,2013,34429,2014-11-30,Diesel,Automatique,90,Euro 4,Bleu,SUV,France,28000,19776.0
Peugeot,308,2013,104325,2013-08-12,Diesel,Automatique,130,Euro 4,Blanc,SUV,Allemagne,30000,18981.0
Audi,Q5,2008,217888,2010-01-16,Diesel,Manuelle,150,Euro 3,Noir,SUV,Allemagne,65000,20615.0
Peugeot,5008,2005,179973,2008-04-27,Gaz,Manuelle,110,Euro 3,Noir,Crossover,Allemagne,42000,11596.0
Volkswagen,Golf,2014,190365,2014-01-25,Essence,Manuelle,130,Euro 4,Gris,Crossover,Japon,25000,12903.0
Renault,Talisman,2015,188710,2015-09-15,Hybride,Manuelle,200,Euro 1,Gris,SUV,Italie,40000,24750.0
Volkswagen,Tiguan,2011,162930,2011-10-25,Diesel,Automatique,110,Euro 4,Bleu,Berline,Allemagne,40000,19395.0
Dacia,Bigster,2017,84574,2019-11-18,Essence,Automatique,90,Euro 5,Blanc,Break,Espagne,25000,19099.0
Mercedes,GLC,2023,172892,2024-04-07,Gaz,Manuelle,200,Euro 6,Rouge,Break,USA,85000,70800.0
BMW,Serie 3,2017,36783,2018-05-10,Gaz,Automatique,200,Euro 5,Rouge,Berline,Japon,45000,38380.0
Peugeot,308,2012,159120,2015-01-05,Essence,Manuelle,130,Euro 4,Rouge,Break,USA,30000,14847.0
BMW,Serie 3,2022,191827,2024-07-18,Electrique,Manuelle,150,Euro 1,Rouge,Crossover,Allemagne,45000,38625.0
Hyundai,Tucson,2012,221941,2015-09-27,Essence,Manuelle,90,Euro 4,Blanc,Crossover,Japon,35000,14658.0
Renault,Megane,2010,72873,2011-07-24,Essence,Manuelle,150,Euro 4,Gris,Berline,France,25000,13005.0
Ford,Mustang,2016,10250,2018-03-08,Diesel,Automatique,200,Euro 5,Rouge,SUV,Allemagne,59300,47475.0
Tesla,Model 3,2007,20984,2008-11-11,Electrique,Manuelle,150,Euro 1,Bleu,Monospace,Japon,45000,24205.0
Porsche,911 GT3,2020,196081,2021-10-10,Essence,Automatique,150,Euro 6,Gris,Break,USA,212200,148143.0
Audi,Q5,2005,103267,2006-02-27,Gaz,Automatique,130,Euro 3,Noir,Crossover,Allemagne,65000,23034.0
Citroen,C3 Berlin,2023,210553,2023-08-21,Electrique,Manuelle,150,Euro 1,Rouge,Break,France,21800,21508.0
Dacia,Duster,2006,187101,2008-06-14,Diesel,Manuelle,150,Euro 3,Bleu,Berline,USA,19900,5992.0
BMW,Serie 5,2017,110563,2020-02-10,Essence,Automatique,200,Euro 5,Bleu,Crossover,France,65000,46240.0
Ford,Focus,2006,72619,2008-07-13,Essence,Manuelle,90,Euro 3,Bleu,Berline,Italie,30550,11875.5
Tesla,Model X,2008,56278,2010-03-17,Electrique,Manuelle,90,Euro 1,Rouge,Berline,Japon,120000,59173.0
Ford,Kuga,2017,222622,2019-01-01,Hybride,Manuelle,200,Euro 1,Blanc,Berline,Japon,34000,22230.0
Nissan,Leaf,2008,153393,2009-04-25,Diesel,Manuelle,200,Euro 3,Rouge,SUV,Japon,33000,12950.0
Nissan,Leaf,2023,60279,2023-01-23,Hybride,Manuelle,90,Euro 1,Rouge,Break,France,33000,33579.0
Ford,Bronco,2019,185735,2019-07-01,Diesel,Manuelle,110,Euro 5,Blanc,Crossover,France,76500,51992.0
Dacia,Sandero,2022,158765,2022-01-25,Gaz,Automatique,200,Euro 6,Gris,Berline,Allemagne,15900,16906.0
BMW,Serie 3,2017,45598,2020-11-26,Diesel,Manuelle,130,Euro 5,Noir,Berline,Allemagne,45000,34725.0
Citroen,C3 Berlin,2018,224153,2021-04-15,Diesel,Automatique,110,Euro 5,Gris,Crossover,Espagne,21800,14940.0
Audi,A6,2020,48936,2020-12-20,Gaz,Automatique,150,Euro 6,Gris,Monospace,Espagne,72000,64680.0
Mercedes,Classe A,2009,75348,2011-03-31,Essence,Manuelle,90,Euro 3,Noir,SUV,France,38000,18192.0
Porsche,911 GT3,2008,129702,2010-12-08,Essence,Automatique,110,Euro 3,Rouge,SUV,Allemagne,212200,85720.0
Hyundai,Tucson,2009,161994,2010-04-18,Diesel,Automatique,150,Euro 3,Noir,Monospace,Italie,35000,15015.0
Renault,Megane,2020,29420,2022-05-08,Hybride,Automatique,200,Euro 1,Gris,Berline,Italie,25000,27520.0
Volkswagen,Golf,2009,157956,2010-12-26,Gaz,Manuelle,200,Euro 3,Gris,Berline,Espagne,25000,11400.0
Porsche,911 GT3,2021,154569,2022-07-11,Essence,Automatique,150,Euro 6,Blanc,SUV,Japon,212200,163172.0
Renault,Megane,2022,178737,2022-07-06,Diesel,Manuelle,90,Euro 6,Noir,Break,Allemagne,25000,19943.0
Volkswagen,Tiguan,2022,110709,2025-09-16,Essence,Manuelle,110,Euro 6,Rouge,Crossover,France,40000,33283.0
Porsche,911 Turbo,2020,117211,2023-06-11,Hybride,Manuelle,200,Euro 1,Gris,SUV,Italie,217386,171237.22
Porsche,Taycan 4 Cross Turismmo,2010,244371,2013-07-21,Hybride,Manuelle,90,Euro 1,Blanc,Monospace,Allemagne,117450,41259.0
Citroen,C5 Aircross,2021,227175,2024-02-20,Diesel,Manuelle,110,Euro 6,Bleu,Break,Espagne,35000,24909.0
Peugeot,5008,2019,231298,2019-08-08,Gaz,Manuelle,90,Euro 5,Rouge,Break,Allemagne,42000,27528.0
Volkswagen,Golf,2010,61471,2010-11-14,Essence,Manuelle,130,Euro 4,Gris,Crossover,Italie,25000,13156.0
Mercedes,Classe C,2023,164867,2024-10-12,Essence,Automatique,200,Euro 6,Noir,Berline,Japon,55000,46980.0
Mercedes,Classe A,2022,78470,2023-07-10,Essence,Automatique,90,Euro 6,Blanc,Break,Espagne,38000,34713.0
Kia,EV6,2010,77343,2011-06-19,Essence,Manuelle,130,Euro 4,Gris,SUV,Japon,64607,33102.57
Mercedes,GLC,2011,227705,2013-02-05,Essence,Automatique,150,Euro 4,Noir,Crossover,Italie,85000,34125.0
Kia,Sportage,2019,71441,2020-12-27,Hybride,Manuelle,90,Euro 1,Noir,Monospace,France,48039,40512.42
Peugeot,208,2016,64643,2019-01-06,Gaz,Manuelle,150,Euro 5,Rouge,Break,Espagne,18000,14700.0
Tesla,Model 3,2012,69792,2014-11-15,Electrique,Automatique,90,Euro 1,Noir,SUV,France,45000,30682.0
Citroen,C3 Berlin,2024,194583,2026-02-20,Gaz,Automatique,130,Euro 6,Bleu,Crossover,Japon,21800,21546.0
Renault,Clio,2007,245543,2008-11-11,Diesel,Automatique,130,Euro 3,Gris,Monospace,Espagne,17000,5075.0
Citroen,C4,2015,151803,2017-02-22,Diesel,Manuelle,150,Euro 5,Blanc,SUV,France,24000,14790.0
Mercedes,Classe E,2018,77970,2018-10-04,Gaz,Automatique,90,Euro 5,Gris,Monospace,France,75000,59550.0
Kia,Proceed,2018,226666,2019-06-21,Essence,Automatique,150,Euro 5,Blanc,Berline,Allemagne,33000,21300.0
Porsche,Carrera 4 GTS Cabriolet,2020,23900,2022-02-13,Essence,Automatique,130,Euro 6,Gris,Crossover,Espagne,197400,171742.0
Dacia,Bigster,2022,47938,2024-07-10,Diesel,Manuelle,130,Euro 6,Blanc,SUV,France,25000,23670.0
Ford,Mustang,2007,76975,2007-04-25,Essence,Automatique,90,Euro 3,Gris,Monospace,Japon,59300,25704.0
Mercedes,Classe E,2018,194210,2021-08-10,Hybride,Automatique,200,Euro 1,Bleu,Break,Italie,75000,51660.0
Ford,Bronco,2014,182457,2015-05-18,Hybride,Manuelle,110,Euro 1,Noir,Crossover,Allemagne,76500,41912.0
Tesla,Model 3,2007,111269,2009-06-19,Electrique,Automatique,150,Euro 1,Gris,SUV,USA,45000,20330.0
Audi,Q5,2018,132210,2021-08-03,Essence,Manuelle,200,Euro 5,Rouge,Break,Japon,65000,45540.0
Mercedes,Classe A,2009,237787,2010-05-24,Gaz,Manuelle,130,Euro 3,Noir,Break,Espagne,38000,13056.0
BMW,Serie 1,2023,187048,2024-04-08,Electrique,Manuelle,150,Euro 1,Rouge,Break,Allemagne,35000,32785.0
Dacia,Sandero,2008,34029,2008-05-16,Gaz,Manuelle,150,Euro 3,Rouge,Berline,Japon,15900,9261.0
Volkswagen,Arteon,2009,193617,2009-09-15,Diesel,Automatique,110,Euro 3,Bleu,Crossover,France,48000,18396.0
Audi,A6,2017,223736,2020-04-02,Diesel,Manuelle,90,Euro 5,Gris,Monospace,Japon,72000,41553.0
Renault,Megane,2020,240468,2022-05-06,Electrique,Automatique,130,Euro 1,Rouge,SUV,Japon,25000,21312.0
